train_id,source_station,source_code,source_zone,destination_station,destination_code,destination_zone,distance,wagon_count,total_weight,locomotive_power,locomotive_type,cargo_type,congestion_level,num_trains_section,avg_wait_time,signal_delay,track_type,rainfall,temperature,fog,date,delay
FT130851,Kanpur Central,CNB,NCR,Chennai Central,MAS,SR,854,41.0,3394.0,5388.0,WAG7,Steel,70,8,13,9,single,17.0,38,0,2023-04-25,58
FT130852,Howrah Junction,HWH,ER,Ghaziabad Junction,GZB,NR,472,24.0,2669.0,4412.0,WAG9,Steel,52,10,29,4,single,19.0,41,1,2023-09-03,58
FT130853,Chennai Central,MAS,SR,Mumbai Central,BCT,WR,2688,29.0,3732.0,5537.0,WAG12,Container,53,18,29,6,double,12.0,40,0,2023-12-01,39
FT130854,Howrah Junction,HWH,ER,Itarsi Junction,ET,CR,1670,29.0,1689.0,6060.0,WAG7,Container,94,19,32,10,single,21.0,29,1,2023-01-08,99
FT130855,New Delhi,NDLS,NR,Howrah Junction,HWH,ER,1017,47.0,3104.0,7193.0,WAG12,Coal,41,11,31,5,double,23.0,37,0,2023-01-08,37
FT130856,Howrah Junction,HWH,ER,Chennai Central,MAS,SR,5211,56.0,3020.0,5148.0,WAG7,Coal,18,5,34,8,single,14.0,25,0,2023-12-09,49
FT130857,Kharagpur Junction,KGP,SER,Itarsi Junction,ET,CR,1036,39.0,,7391.0,WAG9,Cement,82,14,34,1,single,,35,1,2023-07-26,57
FT130858,Itarsi Junction,ET,CR,Chennai Central,MAS,SR,1924,44.0,3338.0,5365.0,WAG9,Coal,16,18,8,13,double,11.0,29,1,2023-06-07,45
FT130859,Mumbai Central,BCT,WR,New Delhi,NDLS,NR,329,56.0,3742.0,6477.0,WAG9,Steel,41,17,38,3,single,8.0,28,0,2023-03-17,31
FT130860,New Delhi,NDLS,NR,Chennai Central,MAS,SR,643,35.0,1977.0,7298.0,WAG7,Container,49,18,36,13,single,27.0,38,1,2023-01-27,49
FT130861,Howrah Junction,HWH,ER,New Delhi,NDLS,NR,1708,23.0,3879.0,5229.0,WAG7,Steel,41,12,27,5,single,21.0,44,0,2023-04-12,64
FT130862,Kanpur Central,CNB,NCR,Ghaziabad Junction,GZB,NR,250,24.0,3847.0,6159.0,WAG7,Cement,14,6,26,8,double,28.0,27,0,2023-11-03,14
FT130863,Patna Junction,PNBE,ECR,New Delhi,NDLS,NR,414,56.0,3976.0,6529.0,WAG7,Container,95,18,35,11,double,16.0,27,0,2023-06-26,79
FT130864,Itarsi Junction,ET,CR,Kanpur Central,CNB,NCR,337,53.0,1819.0,5593.0,WAG9,Coal,47,8,27,1,single,20.0,34,1,2023-03-15,42
FT130865,New Delhi,NDLS,NR,Mumbai Central,BCT,WR,1712,53.0,,7604.0,WAG12,Coal,50,12,8,5,single,28.0,37,0,2023-08-06,60
FT130866,Mumbai Central,BCT,WR,Kharagpur Junction,KGP,SER,633,44.0,3907.0,7313.0,WAG9,Coal,21,14,5,3,single,16.0,42,1,2023-01-26,17
FT130867,Ghaziabad Junction,GZB,NR,New Delhi,NDLS,NR,452,53.0,1918.0,6572.0,WAG12,Container,76,18,26,12,single,10.0,36,1,2023-03-12,79
FT130868,Patna Junction,PNBE,ECR,Ghaziabad Junction,GZB,NR,208,55.0,1705.0,5829.0,WAG7,Steel,81,10,35,5,single,5.0,20,1,2023-01-10,47
FT130869,Patna Junction,PNBE,ECR,Mumbai Central,BCT,WR,939,37.0,3686.0,6394.0,WAG7,Coal,59,15,36,1,single,,43,1,2023-08-01,74
FT130870,Ghaziabad Junction,GZB,NR,Chennai Central,MAS,SR,575,43.0,2701.0,4537.0,WAG9,Steel,88,18,18,7,single,0.0,36,0,2023-08-09,59
FT130871,Bhopal Junction,BPL,WCR,Itarsi Junction,ET,CR,329,31.0,2868.0,6657.0,WAG7,Steel,31,18,32,6,single,14.0,31,0,2023-05-12,43
FT130872,Mumbai Central,BCT,WR,Howrah Junction,HWH,ER,767,49.0,2957.0,5903.0,WAG7,Container,37,8,9,1,double,1.0,41,1,2023-05-01,40
FT130873,New Delhi,NDLS,NR,Chennai Central,MAS,SR,878,42.0,1759.0,4636.0,WAG7,Coal,14,11,23,8,double,6.0,43,1,2023-01-20,18
FT130874,New Delhi,NDLS,NR,Howrah Junction,HWH,ER,1970,38.0,3035.0,6970.0,WAG9,Container,88,6,13,3,single,11.0,23,0,2023-09-17,101
FT130875,Ghaziabad Junction,GZB,NR,Kanpur Central,CNB,NCR,580,37.0,3701.0,4305.0,WAG12,Coal,32,14,24,9,single,5.0,32,0,2023-11-24,42
FT130876,Bhopal Junction,BPL,WCR,Chennai Central,MAS,SR,270,48.0,1822.0,4987.0,WAG12,Steel,60,19,25,13,single,9.0,29,0,2023-06-10,63
FT130877,Bhopal Junction,BPL,WCR,Chennai Central,MAS,SR,1809,38.0,3067.0,6871.0,WAG7,Steel,94,10,36,1,single,29.0,30,0,2023-05-10,99
FT130878,Chennai Central,MAS,SR,Bhopal Junction,BPL,WCR,1830,26.0,1774.0,5653.0,WAG9,Coal,73,16,29,13,double,16.0,27,1,2023-06-08,82
FT130879,New Delhi,NDLS,NR,Patna Junction,PNBE,ECR,1410,23.0,1971.0,5640.0,WAG9,Container,43,18,30,5,double,22.0,42,0,2023-10-12,54
FT130880,New Delhi,NDLS,NR,Howrah Junction,HWH,ER,322,21.0,1712.0,7457.0,WAG12,Cement,50,7,11,1,single,13.0,40,0,2023-09-21,52
FT130881,Chennai Central,MAS,SR,Ghaziabad Junction,GZB,NR,1219,24.0,3277.0,6837.0,WAG9,Container,16,16,38,6,single,24.0,20,0,2023-12-12,38
FT130882,Kharagpur Junction,KGP,SER,Kanpur Central,CNB,NCR,1880,39.0,2103.0,7246.0,WAG7,Container,32,16,33,14,single,6.0,37,0,2023-06-26,51
FT130883,Patna Junction,PNBE,ECR,Chennai Central,MAS,SR,712,,3106.0,5280.0,WAG12,Steel,92,19,22,9,single,7.0,26,1,2023-07-30,63
FT130884,Bhopal Junction,BPL,WCR,Kanpur Central,CNB,NCR,1610,,3837.0,5999.0,WAG12,Coal,93,6,27,7,single,18.0,34,0,2023-02-04,102
FT130885,Mumbai Central,BCT,WR,Patna Junction,PNBE,ECR,742,58.0,3294.0,7837.0,WAG9,Coal,70,12,27,14,single,0.0,22,0,2023-05-30,50
FT130886,Chennai Central,MAS,SR,Kharagpur Junction,KGP,SER,387,52.0,3946.0,5570.0,WAG7,Container,11,12,26,13,single,26.0,35,1,2023-05-15,20
FT130887,Itarsi Junction,ET,CR,Patna Junction,PNBE,ECR,1258,34.0,2386.0,4620.0,WAG12,Steel,18,14,26,13,single,22.0,27,0,2023-05-14,39
FT130888,Howrah Junction,HWH,ER,Kharagpur Junction,KGP,SER,582,20.0,2910.0,6546.0,WAG12,Coal,76,11,26,8,single,5.0,38,0,2023-08-13,56
FT130889,Howrah Junction,HWH,ER,Ghaziabad Junction,GZB,NR,965,36.0,1675.0,4577.0,WAG12,Cement,43,13,37,10,single,5.0,33,1,2023-06-08,63
FT130890,Bhopal Junction,BPL,WCR,Itarsi Junction,ET,CR,895,29.0,3268.0,4275.0,WAG7,Cement,32,17,23,3,single,11.0,21,1,2023-01-31,41
FT130891,Kanpur Central,CNB,NCR,Bhopal Junction,BPL,WCR,1360,20.0,2855.0,6231.0,WAG12,Steel,45,13,39,2,single,21.0,27,0,2023-10-07,64
FT130892,New Delhi,NDLS,NR,Ghaziabad Junction,GZB,NR,390,41.0,1743.0,6351.0,WAG9,Coal,80,16,29,7,single,7.0,44,1,2023-11-28,54
FT130893,Howrah Junction,HWH,ER,Chennai Central,MAS,SR,1087,43.0,3152.0,5032.0,WAG12,Steel,84,6,20,2,double,3.0,34,1,2023-12-24,72
FT130894,Chennai Central,MAS,SR,Ghaziabad Junction,GZB,NR,1880,,2781.0,4626.0,WAG7,Cement,28,6,18,3,double,28.0,41,0,2023-03-16,64
FT130895,Bhopal Junction,BPL,WCR,Howrah Junction,HWH,ER,658,,3425.0,6077.0,WAG7,Cement,82,17,26,14,single,0.0,36,1,2023-12-31,52
FT130896,Itarsi Junction,ET,CR,Kanpur Central,CNB,NCR,723,25.0,3589.0,4314.0,WAG12,Coal,84,14,37,2,single,18.0,30,1,2023-11-29,90
FT130897,New Delhi,NDLS,NR,Ghaziabad Junction,GZB,NR,508,37.0,2091.0,5084.0,WAG7,Cement,54,13,22,8,double,17.0,27,0,2023-08-24,45
FT130898,Mumbai Central,BCT,WR,Itarsi Junction,ET,CR,1888,21.0,2764.0,5141.0,WAG9,Container,42,13,10,12,double,,39,0,2023-02-16,72
FT130899,Ghaziabad Junction,GZB,NR,Itarsi Junction,ET,CR,1334,39.0,3797.0,6006.0,WAG9,Cement,47,16,35,10,double,,40,0,2023-02-11,62
FT130900,Ghaziabad Junction,GZB,NR,Bhopal Junction,BPL,WCR,543,50.0,3642.0,6543.0,WAG12,Coal,95,15,23,1,double,12.0,43,0,2023-06-27,71
FT130901,Patna Junction,PNBE,ECR,Kanpur Central,CNB,NCR,878,43.0,1975.0,,WAG12,Steel,51,9,35,7,double,6.0,39,1,2023-11-18,41
FT130902,Ghaziabad Junction,GZB,NR,Kharagpur Junction,KGP,SER,1073,34.0,1963.0,5994.0,WAG12,Steel,69,9,34,10,single,12.0,32,0,2023-01-09,88
FT130903,Mumbai Central,BCT,WR,Patna Junction,PNBE,ECR,1543,25.0,2246.0,6538.0,WAG12,Coal,51,12,11,14,double,29.0,44,1,2023-06-17,59
FT130904,Itarsi Junction,ET,CR,Kharagpur Junction,KGP,SER,835,45.0,3299.0,6375.0,WAG9,Steel,91,6,23,13,double,12.0,32,0,2023-02-25,77
FT130905,Kharagpur Junction,KGP,SER,Bhopal Junction,BPL,WCR,1104,56.0,2616.0,4425.0,WAG9,Container,62,11,25,10,double,18.0,39,0,2023-05-13,69
FT130906,Itarsi Junction,ET,CR,New Delhi,NDLS,NR,1475,26.0,1852.0,7149.0,WAG12,Coal,54,13,7,6,double,27.0,44,0,2023-02-15,65
FT130907,Itarsi Junction,ET,CR,Kanpur Central,CNB,NCR,1096,50.0,3247.0,5223.0,WAG12,Coal,71,7,22,14,double,22.0,39,1,2023-04-02,62
FT130908,Kanpur Central,CNB,NCR,Ghaziabad Junction,GZB,NR,516,49.0,3742.0,5681.0,WAG9,Steel,72,8,25,14,double,19.0,20,1,2023-10-24,74
FT130909,Itarsi Junction,ET,CR,Bhopal Junction,BPL,WCR,657,53.0,2245.0,6437.0,WAG12,Container,17,17,35,8,single,8.0,27,1,2023-09-28,27
FT130910,Itarsi Junction,ET,CR,Chennai Central,MAS,SR,907,57.0,2396.0,5337.0,WAG7,Coal,67,19,9,2,single,14.0,25,1,2023-02-16,61
FT130911,Chennai Central,MAS,SR,Kharagpur Junction,KGP,SER,641,41.0,3425.0,5991.0,WAG7,Steel,54,14,6,14,double,,26,0,2023-05-18,53
FT130912,Patna Junction,PNBE,ECR,Kanpur Central,CNB,NCR,1140,33.0,1658.0,5807.0,WAG9,Coal,75,14,33,5,single,14.0,36,0,2023-02-04,61
FT130913,Kanpur Central,CNB,NCR,Kharagpur Junction,KGP,SER,1724,44.0,1867.0,6727.0,WAG12,Cement,99,8,13,1,single,,23,0,2023-08-28,105
FT130914,Mumbai Central,BCT,WR,Howrah Junction,HWH,ER,387,55.0,,6016.0,WAG9,Cement,47,15,22,11,double,15.0,20,1,2023-01-13,36
FT130915,Bhopal Junction,BPL,WCR,Chennai Central,MAS,SR,243,22.0,3353.0,4747.0,WAG9,Cement,32,14,31,3,double,24.0,33,1,2023-02-23,54
FT130916,Howrah Junction,HWH,ER,Ghaziabad Junction,GZB,NR,1520,43.0,2726.0,5711.0,WAG9,Steel,50,13,22,6,single,4.0,25,1,2023-11-11,50
FT130917,Howrah Junction,HWH,ER,Ghaziabad Junction,GZB,NR,873,26.0,1989.0,7435.0,WAG9,Cement,24,12,39,12,double,27.0,24,0,2023-09-04,40
FT130918,Mumbai Central,BCT,WR,Howrah Junction,HWH,ER,959,42.0,1780.0,5623.0,WAG7,Cement,91,8,16,3,double,8.0,41,1,2023-08-22,80
FT130919,Kanpur Central,CNB,NCR,Howrah Junction,HWH,ER,1557,,2567.0,6383.0,WAG9,Cement,21,19,7,3,double,16.0,34,0,2023-04-23,49
FT130920,Howrah Junction,HWH,ER,Kanpur Central,CNB,NCR,1449,,2820.0,4795.0,WAG7,Steel,10,5,27,4,single,5.0,26,0,2023-01-25,28
FT130921,Chennai Central,MAS,SR,Patna Junction,PNBE,ECR,1600,36.0,1689.0,5024.0,WAG9,Coal,45,13,25,8,double,13.0,32,0,2023-11-04,62
FT130922,Mumbai Central,BCT,WR,Itarsi Junction,ET,CR,1790,28.0,1885.0,5159.0,WAG12,Cement,47,17,32,7,double,9.0,42,1,2023-01-23,57
FT130923,Mumbai Central,BCT,WR,Ghaziabad Junction,GZB,NR,1759,21.0,3567.0,7531.0,WAG12,Container,37,13,23,13,single,9.0,35,0,2023-06-05,51
FT130924,Kharagpur Junction,KGP,SER,Bhopal Junction,BPL,WCR,1287,46.0,2029.0,7536.0,WAG7,Cement,23,16,22,3,double,13.0,34,1,2023-02-07,40
FT130925,Ghaziabad Junction,GZB,NR,Patna Junction,PNBE,ECR,1686,56.0,1708.0,4621.0,WAG7,Cement,29,5,18,12,double,21.0,32,1,2023-07-19,33
FT130926,Patna Junction,PNBE,ECR,Itarsi Junction,ET,CR,653,25.0,3118.0,,WAG7,Container,41,9,10,12,single,7.0,32,1,2023-03-30,36
FT130927,Itarsi Junction,ET,CR,Mumbai Central,BCT,WR,1111,39.0,2968.0,6528.0,WAG9,Steel,75,15,12,12,single,25.0,42,1,2023-11-09,79
FT130928,Itarsi Junction,ET,CR,Patna Junction,PNBE,ECR,1719,23.0,2763.0,6440.0,WAG9,Cement,51,19,30,13,single,14.0,28,1,2023-02-20,68
FT130929,Itarsi Junction,ET,CR,Chennai Central,MAS,SR,1653,53.0,1947.0,6011.0,WAG7,Container,70,10,5,14,single,5.0,21,1,2023-05-19,64
FT130930,Mumbai Central,BCT,WR,Bhopal Junction,BPL,WCR,749,53.0,3635.0,4070.0,WAG7,Cement,69,6,13,3,double,21.0,24,1,2023-02-21,59
FT130931,Chennai Central,MAS,SR,Howrah Junction,HWH,ER,1736,37.0,2833.0,5587.0,WAG12,Coal,83,11,15,4,single,4.0,25,0,2023-08-19,91
FT130932,Patna Junction,PNBE,ECR,Bhopal Junction,BPL,WCR,398,24.0,1819.0,6807.0,WAG9,Container,99,19,25,8,double,0.0,31,1,2023-02-04,72
FT130933,Ghaziabad Junction,GZB,NR,Howrah Junction,HWH,ER,1417,42.0,1598.0,4911.0,WAG7,Container,13,18,13,5,double,,21,1,2023-08-16,26
FT130934,Itarsi Junction,ET,CR,Kanpur Central,CNB,NCR,1431,51.0,1970.0,6020.0,WAG7,Steel,69,8,31,5,single,28.0,29,1,2023-10-21,77
FT130935,Howrah Junction,HWH,ER,New Delhi,NDLS,NR,206,35.0,2822.0,4300.0,WAG7,Cement,35,16,37,14,single,16.0,38,0,2023-11-04,40
FT130936,Bhopal Junction,BPL,WCR,Itarsi Junction,ET,CR,1230,33.0,3178.0,4990.0,WAG9,Cement,90,16,27,8,double,23.0,41,1,2023-07-15,79
FT130937,Mumbai Central,BCT,WR,Kharagpur Junction,KGP,SER,1967,42.0,3599.0,6996.0,WAG12,Cement,79,13,18,9,double,19.0,31,0,2023-08-24,84
FT130938,Howrah Junction,HWH,ER,Itarsi Junction,ET,CR,1125,21.0,2536.0,5459.0,WAG9,Cement,13,9,16,14,double,20.0,22,1,2023-12-29,22
FT130939,Howrah Junction,HWH,ER,Ghaziabad Junction,GZB,NR,1455,35.0,1640.0,7307.0,WAG9,Coal,72,17,25,13,double,20.0,27,0,2023-07-01,83
FT130940,Chennai Central,MAS,SR,Itarsi Junction,ET,CR,739,,3161.0,5041.0,WAG7,Cement,81,14,20,2,single,0.0,34,1,2023-05-07,66
FT130941,Patna Junction,PNBE,ECR,Howrah Junction,HWH,ER,766,23.0,2679.0,4487.0,WAG7,Cement,77,9,33,3,single,23.0,30,1,2023-03-25,67
FT130942,Bhopal Junction,BPL,WCR,Itarsi Junction,ET,CR,500,23.0,2507.0,7354.0,WAG12,Container,91,7,24,3,single,11.0,36,0,2023-04-17,73
FT130943,Ghaziabad Junction,GZB,NR,Chennai Central,MAS,SR,1676,31.0,3309.0,4236.0,WAG7,Steel,42,6,35,9,single,5.0,22,0,2023-02-28,59
FT130944,Bhopal Junction,BPL,WCR,Ghaziabad Junction,GZB,NR,781,54.0,,4029.0,WAG7,Steel,11,18,30,6,single,24.0,28,0,2023-05-08,20
FT130945,Chennai Central,MAS,SR,New Delhi,NDLS,NR,421,30.0,1598.0,5100.0,WAG9,Coal,44,15,30,7,double,21.0,32,1,2023-08-09,106
FT130946,Bhopal Junction,BPL,WCR,Patna Junction,PNBE,ECR,1288,59.0,3528.0,6142.0,WAG12,Steel,12,16,20,10,double,16.0,28,0,2023-02-12,40
FT130947,Howrah Junction,HWH,ER,Chennai Central,MAS,SR,1785,40.0,2586.0,6431.0,WAG12,Coal,10,7,31,8,double,26.0,20,0,2023-06-03,51
FT130948,New Delhi,NDLS,NR,Kanpur Central,CNB,NCR,1208,28.0,2788.0,4703.0,WAG7,Container,81,18,18,11,single,0.0,25,0,2023-09-03,49
FT130949,New Delhi,NDLS,NR,Kharagpur Junction,KGP,SER,1924,31.0,3155.0,6183.0,WAG9,Steel,57,19,9,10,double,10.0,34,0,2023-06-04,77
FT130950,Ghaziabad Junction,GZB,NR,Chennai Central,MAS,SR,1214,26.0,3955.0,4876.0,WAG7,Steel,63,17,9,4,single,0.0,43,0,2023-01-07,65
FT130951,Howrah Junction,HWH,ER,Chennai Central,MAS,SR,1307,39.0,2513.0,4474.0,WAG12,Container,79,12,17,9,double,21.0,42,0,2023-01-01,56
FT130952,Itarsi Junction,ET,CR,Mumbai Central,BCT,WR,1105,28.0,2187.0,6939.0,WAG9,Steel,66,14,5,7,double,17.0,39,1,2023-10-12,60
FT130953,Itarsi Junction,ET,CR,Mumbai Central,BCT,WR,1064,31.0,3465.0,5526.0,WAG9,Coal,40,18,33,10,double,16.0,22,1,2023-07-27,55
FT130954,Kanpur Central,CNB,NCR,Chennai Central,MAS,SR,849,54.0,1904.0,7924.0,WAG12,Cement,34,13,28,12,double,21.0,31,1,2023-03-15,62
FT130955,Howrah Junction,HWH,ER,New Delhi,NDLS,NR,1377,22.0,3823.0,5339.0,WAG7,Steel,59,6,8,5,single,2.0,24,1,2023-11-27,59
FT130956,Itarsi Junction,ET,CR,Kharagpur Junction,KGP,SER,1224,39.0,3330.0,7627.0,WAG9,Cement,83,12,28,2,double,24.0,25,1,2023-02-20,156
FT130957,New Delhi,NDLS,NR,Patna Junction,PNBE,ECR,679,37.0,,7311.0,WAG7,Container,21,19,14,7,single,24.0,37,0,2023-09-04,50
FT130958,Chennai Central,MAS,SR,Mumbai Central,BCT,WR,1458,50.0,2333.0,7343.0,WAG12,Coal,70,10,34,9,single,27.0,43,1,2023-12-28,76
FT130959,Kharagpur Junction,KGP,SER,Mumbai Central,BCT,WR,204,40.0,2240.0,6713.0,WAG7,Coal,95,11,30,9,single,8.0,23,1,2023-03-11,63
FT130960,Howrah Junction,HWH,ER,Kanpur Central,CNB,NCR,272,39.0,3718.0,7263.0,WAG12,Cement,42,13,23,13,single,24.0,20,1,2023-09-23,39
FT130961,Ghaziabad Junction,GZB,NR,Mumbai Central,BCT,WR,1737,40.0,1932.0,7649.0,WAG12,Coal,61,11,20,3,double,20.0,42,0,2023-03-20,69
FT130962,Kharagpur Junction,KGP,SER,Chennai Central,MAS,SR,722,36.0,2014.0,6426.0,WAG12,Cement,39,15,38,9,double,29.0,30,0,2023-11-03,64
FT130963,Patna Junction,PNBE,ECR,Ghaziabad Junction,GZB,NR,227,33.0,3138.0,7662.0,WAG9,Container,10,10,16,8,double,8.0,29,0,2023-03-15,13
FT130964,Chennai Central,MAS,SR,Mumbai Central,BCT,WR,1085,53.0,2940.0,6162.0,WAG7,Cement,48,19,39,1,double,11.0,21,0,2023-08-05,56
FT130965,Kharagpur Junction,KGP,SER,Itarsi Junction,ET,CR,567,28.0,1536.0,7297.0,WAG9,Steel,28,8,33,10,double,14.0,42,1,2023-05-29,37
FT130966,Chennai Central,MAS,SR,Kanpur Central,CNB,NCR,960,58.0,3469.0,,WAG12,Cement,57,11,31,1,double,3.0,44,1,2023-10-05,55
FT130967,Kanpur Central,CNB,NCR,Mumbai Central,BCT,WR,287,26.0,2129.0,6150.0,WAG7,Steel,37,11,7,12,double,16.0,24,1,2023-08-19,42
FT130968,Kharagpur Junction,KGP,SER,Mumbai Central,BCT,WR,1912,38.0,2133.0,6092.0,WAG12,Steel,31,9,30,6,double,7.0,25,1,2023-07-08,50
FT130969,Bhopal Junction,BPL,WCR,Chennai Central,MAS,SR,975,56.0,3597.0,5060.0,WAG7,Coal,11,6,37,4,double,10.0,25,1,2023-06-28,39
FT130970,Itarsi Junction,ET,CR,Patna Junction,PNBE,ECR,1667,23.0,3246.0,5016.0,WAG9,Container,52,15,39,12,single,16.0,36,0,2023-05-30,72
FT130971,Mumbai Central,BCT,WR,Chennai Central,MAS,SR,1138,23.0,3796.0,5158.0,WAG7,Steel,66,9,35,14,single,19.0,44,1,2023-07-14,70
FT130972,Ghaziabad Junction,GZB,NR,Bhopal Junction,BPL,WCR,1764,38.0,2095.0,4172.0,WAG7,Cement,42,6,17,7,double,9.0,20,0,2023-09-06,43
FT130973,Itarsi Junction,ET,CR,Kanpur Central,CNB,NCR,760,20.0,2668.0,4468.0,WAG7,Container,81,14,25,11,single,20.0,29,0,2023-04-27,73
FT130974,New Delhi,NDLS,NR,Howrah Junction,HWH,ER,581,42.0,3584.0,7597.0,WAG9,Container,48,17,9,4,double,28.0,36,0,2023-11-20,50
FT130975,Kanpur Central,CNB,NCR,Howrah Junction,HWH,ER,528,42.0,3618.0,4621.0,WAG9,Cement,88,8,30,14,double,16.0,30,0,2023-01-07,86
FT130976,Kanpur Central,CNB,NCR,Bhopal Junction,BPL,WCR,1064,45.0,2271.0,6792.0,WAG12,Coal,42,7,35,14,single,9.0,37,0,2023-02-24,48
FT130977,Itarsi Junction,ET,CR,Bhopal Junction,BPL,WCR,743,28.0,2551.0,7129.0,WAG9,Cement,22,10,33,4,single,9.0,26,1,2023-07-31,31
FT130978,Patna Junction,PNBE,ECR,Howrah Junction,HWH,ER,1917,28.0,3846.0,5069.0,WAG7,Container,33,16,38,9,double,3.0,42,0,2023-01-03,58
FT130979,Kanpur Central,CNB,NCR,Bhopal Junction,BPL,WCR,1652,43.0,3536.0,6445.0,WAG12,Coal,98,17,23,12,single,8.0,35,1,2023-07-19,99
FT130980,Bhopal Junction,BPL,WCR,Kharagpur Junction,KGP,SER,1973,24.0,3711.0,7600.0,WAG12,Coal,77,9,6,7,double,19.0,25,0,2023-10-24,99
FT130981,Kharagpur Junction,KGP,SER,Patna Junction,PNBE,ECR,579,53.0,3516.0,5085.0,WAG12,Cement,46,10,16,9,double,3.0,32,1,2023-08-29,51
FT130982,New Delhi,NDLS,NR,Chennai Central,MAS,SR,1433,58.0,3650.0,6750.0,WAG12,Steel,16,17,7,13,single,27.0,22,0,2023-07-01,47
FT130983,Patna Junction,PNBE,ECR,Ghaziabad Junction,GZB,NR,1212,41.0,3638.0,6451.0,WAG7,Steel,12,7,16,3,single,,28,1,2023-12-03,29
FT130984,Chennai Central,MAS,SR,Itarsi Junction,ET,CR,1752,39.0,2371.0,4178.0,WAG12,Cement,32,16,34,6,single,21.0,25,1,2023-05-17,53
FT130985,Kanpur Central,CNB,NCR,New Delhi,NDLS,NR,1921,50.0,3961.0,4190.0,WAG9,Coal,77,6,30,12,single,17.0,29,1,2023-12-20,94
FT130986,Itarsi Junction,ET,CR,Chennai Central,MAS,SR,1194,20.0,3266.0,6724.0,WAG12,Coal,62,6,24,5,single,23.0,27,0,2023-01-26,76
FT130987,Chennai Central,MAS,SR,Kanpur Central,CNB,NCR,1135,26.0,2403.0,6476.0,WAG9,Steel,55,7,34,6,single,8.0,34,0,2023-09-21,76
FT130988,Kanpur Central,CNB,NCR,Ghaziabad Junction,GZB,NR,590,56.0,2105.0,5057.0,WAG12,Container,32,14,38,12,single,12.0,23,0,2023-04-21,40
FT130989,Patna Junction,PNBE,ECR,Ghaziabad Junction,GZB,NR,1176,,1929.0,7834.0,WAG9,Steel,40,9,17,13,single,22.0,29,0,2023-04-29,40
FT130990,Kanpur Central,CNB,NCR,Bhopal Junction,BPL,WCR,322,25.0,2841.0,5638.0,WAG12,Container,49,16,13,10,single,14.0,41,1,2023-10-17,38
FT130991,Mumbai Central,BCT,WR,Chennai Central,MAS,SR,453,46.0,,7591.0,WAG9,Cement,95,19,39,6,single,2.0,26,1,2023-11-05,67
FT130992,Bhopal Junction,BPL,WCR,Mumbai Central,BCT,WR,1319,42.0,3625.0,6357.0,WAG9,Container,17,6,7,11,single,11.0,31,0,2023-07-08,12
FT130993,Kanpur Central,CNB,NCR,Ghaziabad Junction,GZB,NR,458,29.0,3953.0,5392.0,WAG7,Coal,48,15,8,8,single,7.0,36,0,2023-05-18,34
FT130994,Bhopal Junction,BPL,WCR,Howrah Junction,HWH,ER,571,34.0,,5588.0,WAG9,Cement,52,10,22,8,single,29.0,34,0,2023-11-01,56
FT130995,Kanpur Central,CNB,NCR,Patna Junction,PNBE,ECR,1544,30.0,1860.0,4769.0,WAG7,Coal,70,6,17,3,double,18.0,32,0,2023-12-24,91
FT130996,New Delhi,NDLS,NR,Kanpur Central,CNB,NCR,1713,46.0,3555.0,6442.0,WAG12,Steel,97,9,28,2,double,8.0,37,1,2023-04-03,90
FT130997,Bhopal Junction,BPL,WCR,Kharagpur Junction,KGP,SER,1596,57.0,3140.0,7364.0,WAG9,Cement,29,13,11,9,single,8.0,38,0,2023-11-30,63
FT130998,Bhopal Junction,BPL,WCR,Itarsi Junction,ET,CR,1736,29.0,3788.0,4629.0,WAG9,Coal,94,9,13,4,single,28.0,41,0,2023-01-20,93
FT130999,Chennai Central,MAS,SR,Howrah Junction,HWH,ER,224,33.0,1791.0,5586.0,WAG7,Cement,28,18,11,11,double,9.0,25,0,2023-06-13,39
FT131000,New Delhi,NDLS,NR,Itarsi Junction,ET,CR,448,28.0,2476.0,5893.0,WAG7,Coal,71,15,35,4,double,17.0,36,1,2023-01-19,38
FT131001,Mumbai Central,BCT,WR,Patna Junction,PNBE,ECR,1585,42.0,2531.0,7363.0,WAG9,Coal,80,5,7,7,single,2.0,23,0,2023-11-14,74
FT131002,Kharagpur Junction,KGP,SER,Patna Junction,PNBE,ECR,886,45.0,2302.0,7852.0,WAG12,Cement,34,7,14,5,double,12.0,35,0,2023-06-05,45
FT131003,Kanpur Central,CNB,NCR,Patna Junction,PNBE,ECR,365,44.0,,4135.0,WAG9,Steel,57,13,6,4,double,22.0,30,0,2023-07-04,41
FT131004,Howrah Junction,HWH,ER,Patna Junction,PNBE,ECR,303,47.0,3168.0,7003.0,WAG7,Steel,66,5,33,14,single,2.0,37,1,2023-06-06,59
FT131005,Kanpur Central,CNB,NCR,Kharagpur Junction,KGP,SER,260,45.0,2701.0,7718.0,WAG12,Cement,39,7,17,2,single,7.0,30,1,2023-10-01,13
FT131006,New Delhi,NDLS,NR,Mumbai Central,BCT,WR,1633,37.0,2801.0,7623.0,WAG12,Container,44,13,23,3,double,1.0,33,0,2023-06-17,67
FT131007,Howrah Junction,HWH,ER,Itarsi Junction,ET,CR,897,,2878.0,6251.0,WAG12,Steel,58,16,7,9,single,6.0,31,0,2023-12-19,41
